player_en,player_cn,team_cn,matches_played,positions_seen,jerseys_seen,birth_date,age,source
Abbosbek Fayzullaev,,乌兹别克斯坦,2,CF-L,,,,FBref+ESPN
Abbosbek Fayzullayev,,乌兹别克斯坦,2,"LM,RM",22,,,FBref+ESPN
Abdukodir Khusanov,,乌兹别克斯坦,3,"CB,CD-R",2,,,FBref+ESPN
Abdulla Abdullaev,,乌兹别克斯坦,3,"CB,CD",18,,,FBref+ESPN
Abduvohid Nematov,,乌兹别克斯坦,2,"G,GK",12,,,FBref+ESPN
Akmal Mozgovoy,,乌兹别克斯坦,3,"CM,MF,SUB",6,,,FBref+ESPN
Avazbek Ulmasaliyev,,乌兹别克斯坦,2,SUB,,,,FBref+ESPN
Aziz Gʻaniyev,,乌兹别克斯坦,1,RM,19,,,FBref+ESPN
Azizbek Amonov,,乌兹别克斯坦,3,"FW,SUB",20,,,FBref+ESPN
Azizjon Ganiev,,乌兹别克斯坦,2,CF-R,,,,FBref+ESPN
Behruzjon Karimov,,乌兹别克斯坦,2,RM,,,,FBref+ESPN
Bekhruz Karimov,,乌兹别克斯坦,2,RB,24,,,FBref+ESPN
Botirali Ergashev,,乌兹别克斯坦,2,SUB,,,,FBref+ESPN
Dostonbek Khamdamov,,乌兹别克斯坦,3,"MF,SUB",17,,,FBref+ESPN
Eldor Shomurodov,,乌兹别克斯坦,3,"F,FW",14,,,FBref+ESPN
Farrukh Sayfiev,,乌兹别克斯坦,3,"DF,MF,SUB",4,,,FBref+ESPN
Igor Sergeev,,乌兹别克斯坦,3,"FW,SUB",21,,,FBref+ESPN
Jakhongir Urozov,,乌兹别克斯坦,3,"DF,SUB",26,,,FBref+ESPN
Jamshid Iskanderov,,乌兹别克斯坦,2,SUB,,,,FBref+ESPN
Khojiakbar Alijonov,,乌兹别克斯坦,2,"DF,SUB",3,,,FBref+ESPN
Odiljon Hamrobekov,,乌兹别克斯坦,1,CM,9,,,FBref+ESPN
Odiljon Xamrobekov,,乌兹别克斯坦,2,CM-R,,,,FBref+ESPN
Oston Urunov,,乌兹别克斯坦,3,"LM,SUB",11,,,FBref+ESPN
Otabek Shukurov,,乌兹别克斯坦,3,"CM,CM-L",7,,,FBref+ESPN
Ruslanbek Jiyanov,,乌兹别克斯坦,2,"FW,SUB",10,,,FBref+ESPN
Rustam Ashurmatov,,乌兹别克斯坦,3,"CB,CD-L",5,,,FBref+ESPN
Sherzod Esanov,,乌兹别克斯坦,2,"MF,SUB",23,,,FBref+ESPN
Sherzod Nasrullaev,,乌兹别克斯坦,3,"LB,LM",13,,,FBref+ESPN
Umar Eshmurodov,,乌兹别克斯坦,2,SUB,,,,FBref+ESPN
Utkir Yusupov,,乌兹别克斯坦,3,"GK,SUB",1,,,FBref+ESPN
Agustín Canobbio,,乌拉圭,2,"FW,FW,MF,RM",14,,,FBref+ESPN
Brian Rodríguez,,乌拉圭,2,"FW,MF,SUB",18,,,FBref+ESPN
Darwin Núñez,,乌拉圭,2,"FW,SUB",9,,,FBref+ESPN
Emiliano Martínez,,乌拉圭,2,SUB,,,,FBref+ESPN
Facundo Pellistri,,乌拉圭,2,SUB,,,,FBref+ESPN
Federico Valverde,,乌拉圭,2,"CM,CM-L,RW",8,,,FBref+ESPN
Federico Viñas,,乌拉圭,2,"F,FW",21,,,FBref+ESPN
Fernando Muslera,,乌拉圭,2,"G,GK",23,,,FBref+ESPN
Guillermo Varela,,乌拉圭,2,RB,13,,,FBref+ESPN
Joaquín Piquerez,,乌拉圭,2,SUB,,,,FBref+ESPN
José María Giménez,,乌拉圭,2,SUB,,,,FBref+ESPN
Juan Manuel Sanabria,,乌拉圭,2,"DF,MF,LB",25,,,FBref+ESPN
Manuel Ugarte,,乌拉圭,2,"CM,DM",5,,,FBref+ESPN
Mathías Olivera,,乌拉圭,2,"CB,CD-L",16,,,FBref+ESPN
Matías Viña,,乌拉圭,2,"LB,SUB",17,,,FBref+ESPN
Maxi Araújo,,乌拉圭,2,"FW,LM,LW",20,,,FBref+ESPN
Nicolás De La Cruz,,乌拉圭,2,MF,7,,,FBref+ESPN
Nicolás de la Cruz,,乌拉圭,2,SUB,,,,FBref+ESPN
Rodrigo Aguirre,,乌拉圭,2,"FW,SUB",19,,,FBref+ESPN
Rodrigo Bentancur,,乌拉圭,2,"CM,CM-R",6,,,FBref+ESPN
Rodrigo Zalazar,,乌拉圭,2,SUB,,,,FBref+ESPN
Santiago Bueno,,乌拉圭,2,SUB,,,,FBref+ESPN
Santiago Mele,,乌拉圭,2,SUB,,,,FBref+ESPN
Sebastián Cáceres,,乌拉圭,2,"CB,CD-R",3,,,FBref+ESPN
Sergio Rochet,,乌拉圭,2,SUB,,,,FBref+ESPN
Ahmed Basil,,伊拉克,2,"G,GK",22,,,FBref+ESPN
Ahmed Maknazi,,伊拉克,2,SUB,,,,FBref+ESPN
Ahmed Qasem,,伊拉克,2,"FW,FW,MF",11,,,FBref+ESPN
Ahmed Qasim,,伊拉克,2,RM,,,,FBref+ESPN
Aimar Sher,,伊拉克,2,"MF,SUB",20,,,FBref+ESPN
Akam Hashim,,伊拉克,2,"CB,CD-L",5,,,FBref+ESPN
Ali Al Hamadi,,伊拉克,2,FW,9,,,FBref+ESPN
Ali Al-Hamadi,,伊拉克,2,SUB,,,,FBref+ESPN
Ali Jasim,,伊拉克,2,"LW,SUB",17,,,FBref+ESPN
Ali Yousif,,伊拉克,2,SUB,,,,FBref+ESPN
Amir Al Ammari,,伊拉克,2,"CM,DM",16,,,FBref+ESPN
Amir Al-Ammari,,伊拉克,2,DM,,,,FBref+ESPN
Ayman Hussein,,伊拉克,2,FW,18,,,FBref+ESPN
Aymen Hussein,,伊拉克,2,F,,,,FBref+ESPN
Fahad Talib,,伊拉克,2,SUB,,,,FBref+ESPN
Frans Putros,,伊拉克,2,SUB,,,,FBref+ESPN
Hussein Ali,,伊拉克,2,RB,3,,,FBref+ESPN
Ibrahim Bayesh,,伊拉克,2,"FW,LM,RW",8,,,FBref+ESPN
Jalal Hassan,,伊拉克,2,"GK,SUB",12,,,FBref+ESPN
Kevin Yakob,,伊拉克,2,SUB,,,,FBref+ESPN
Marko Farji,,伊拉克,2,"MF,SUB",21,,,FBref+ESPN
Merchas Doski,,伊拉克,2,LB,23,,,FBref+ESPN
Mohanad Ali,,伊拉克,2,"FW,SUB",10,,,FBref+ESPN
Munaf Younus,,伊拉克,2,SUB,,,,FBref+ESPN
Mustafa Saadoon,,伊拉克,2,"DF,SUB",25,,,FBref+ESPN
Rebin Sulaka,,伊拉克,2,"DF,SUB",2,,,FBref+ESPN
Youssef Amyn,,伊拉克,2,"MF,SUB",7,,,FBref+ESPN
Zaid Ismael,,伊拉克,2,CM-R,,,,FBref+ESPN
Zaid Ismail,,伊拉克,2,CM,24,,,FBref+ESPN
Zaid Tahseen,,伊拉克,2,"CB,CD-R",4,,,FBref+ESPN
Zidane Iqbal,,伊拉克,2,"CM,CM-L,MF",14,,,FBref+ESPN
Ali Alipour,,伊朗,3,"FW,SUB",11,,,FBref+ESPN
Ali Nemati,,伊朗,3,"CB,CD-L",19,,,FBref+ESPN
Alireza Beiranvand,,伊朗,3,"G,GK",1,,,FBref+ESPN
Alireza Jahanbakhsh,,伊朗,2,"FW,MF,SUB",7,,,FBref+ESPN
Amirhossein Hosseinzadeh,,伊朗,3,"FW,SUB",18,,,FBref+ESPN
Amirmohammad Razzaghinia,,伊朗,2,SUB,,,,FBref+ESPN
Aria Yousefi,,伊朗,1,LW,17,,,FBref+ESPN
Arya Yousefi,,伊朗,2,SUB,,,,FBref+ESPN
Danial Iri,,伊朗,2,SUB,,,,FBref+ESPN
Dennis Dargahi,,伊朗,2,SUB,,,,FBref+ESPN
Ehsan Hajsafi,,伊朗,3,"DF,MF,LB",3,,,FBref+ESPN
Hossein Hosseini,,伊朗,2,SUB,,,,FBref+ESPN
Hossein Kanaanizadegan,,伊朗,1,CB,13,,,FBref+ESPN
Hossein Kanani,,伊朗,2,CD-R,,,,FBref+ESPN
Mehdi Ghayedi,,伊朗,3,"FW,SUB",10,,,FBref+ESPN
Mehdi Taremi,,伊朗,3,"F,FW",9,,,FBref+ESPN
Mehdi Torabi,,伊朗,2,"MF,SUB",16,,,FBref+ESPN
Milad Mohammadi,,伊朗,3,"DF,MF,LB,SUB",5,,,FBref+ESPN
Mohammad Ghorbani,,伊朗,2,SUB,,,,FBref+ESPN
Mohammad Mohebbi,,伊朗,2,LM,,,,FBref+ESPN
Mohammad Mohebi,,伊朗,2,"LM,RW",8,,,FBref+ESPN
Payam Niazmand,,伊朗,2,SUB,,,,FBref+ESPN
Ramin Rezaeian,,伊朗,3,"RB,RM",23,,,FBref+ESPN
Roozbeh Cheshmi,,伊朗,2,SUB,,,,FBref+ESPN
Saeid Ezatolahi,,伊朗,3,"CM,CM-L",6,,,FBref+ESPN
Saleh Hardani,,伊朗,2,RB,2,,,FBref+ESPN
Saman Ghoddos,,伊朗,3,"CM,CM-R",14,,,FBref+ESPN
Shahriar Moghanlou,,伊朗,2,"FW,MF",20,,,FBref+ESPN
Shahriyar Moghanloo,,伊朗,2,SUB,,,,FBref+ESPN
Shoja Khalilzadeh,,伊朗,2,CD,,,,FBref+ESPN
Shoja' Khalilzadeh,,伊朗,2,CB,4,,,FBref+ESPN
CJ dos Santos,,佛得角,2,SUB,,,,FBref+ESPN
Dailon Livramento,,佛得角,2,"FW,SUB",19,,,FBref+ESPN
Deroy Duarte,,佛得角,2,"MF,SUB",14,,,FBref+ESPN
Diney,,佛得角,2,CB,3,,,FBref+ESPN
Diney Borges,,佛得角,2,CD-L,,,,FBref+ESPN
Garry Rodrigues,,佛得角,2,"LM,LW",11,,,FBref+ESPN
Gilson Benchimol,,佛得角,2,"F,FW",9,,,FBref+ESPN
Hélio Varela,,佛得角,2,"FW,SUB",26,,,FBref+ESPN
Jamiro Monteiro,,佛得角,2,"AM,CM,CM-L",10,,,FBref+ESPN
Jovane Cabral,,佛得角,2,"FW,SUB",7,,,FBref+ESPN
João Paulo,,佛得角,2,SUB,,,,FBref+ESPN
João Paulo Fernandes,,佛得角,1,"DF,MF",8,,,FBref+ESPN
Kelvin Pires,,佛得角,2,SUB,,,,FBref+ESPN
Kevin Pina,,佛得角,2,DM,6,,,FBref+ESPN
Laros Duarte,,佛得角,2,"CM,MF,SUB",15,,,FBref+ESPN
Logan Costa,,佛得角,2,SUB,,,,FBref+ESPN
Márcio Rosa,,佛得角,2,SUB,,,,FBref+ESPN
Nuno da Costa,,佛得角,2,"FW,MF,SUB",21,,,FBref+ESPN
Pico,,佛得角,2,CB,4,,,FBref+ESPN
Pico Lopes,,佛得角,2,CD-R,,,,FBref+ESPN
Ryan Mendes,,佛得角,2,"FW,RM,RW",20,,,FBref+ESPN
Sidny Lopes Cabral,,佛得角,2,LB,13,,,FBref+ESPN
Steven Moreira,,佛得角,2,RB,22,,,FBref+ESPN
Stopira,,佛得角,2,SUB,,,,FBref+ESPN
Telmo Arcanjo,,佛得角,2,"AM,CM-R,MF",18,,,FBref+ESPN
Vozinha,,佛得角,2,"G,GK",1,,,FBref+ESPN
Wagner Pina,,佛得角,2,SUB,,,,FBref+ESPN
Willy Semedo,,佛得角,2,"FW,MF,SUB",17,,,FBref+ESPN
Yannick,,佛得角,1,MF,16,,,FBref+ESPN
Yannick Semedo,,佛得角,2,SUB,,,,FBref+ESPN
Andrej Kramaric,,克罗地亚,2,SUB,,,,FBref+ESPN
Andrej Kramarić,,克罗地亚,2,"FW,MF",9,,,FBref+ESPN
Ante Budimir,,克罗地亚,2,"FW,SUB",11,,,FBref+ESPN
Dominik Kotarski,,克罗地亚,2,SUB,,,,FBref+ESPN
Dominik Livakovic,,克罗地亚,2,G,,,,FBref+ESPN
Dominik Livaković,,克罗地亚,2,GK,1,,,FBref+ESPN
Duje Caleta-Car,,克罗地亚,2,SUB,,,,FBref+ESPN
Igor Matanovic,,克罗地亚,2,SUB,,,,FBref+ESPN
Igor Matanović,,克罗地亚,1,FW,20,,,FBref+ESPN
Ivan Perisic,,克罗地亚,2,AM-L,,,,FBref+ESPN
Ivan Perišić,,克罗地亚,2,"AM,LM",14,,,FBref+ESPN
Ivor Pandur,,克罗地亚,2,SUB,,,,FBref+ESPN
Josip Stanisic,,克罗地亚,2,RB,,,,FBref+ESPN
Josip Stanišić,,克罗地亚,2,"RB,RM",2,,,FBref+ESPN
Josip Sutalo,,克罗地亚,2,CD-R,,,,FBref+ESPN
Josip Šutalo,,克罗地亚,2,CB,6,,,FBref+ESPN
Josko Gvardiol,,克罗地亚,2,LB,,,,FBref+ESPN
Joško Gvardiol,,克罗地亚,2,"CB,LB",4,,,FBref+ESPN
Kristijan Jakic,,克罗地亚,2,SUB,,,,FBref+ESPN
Luka Modric,,克罗地亚,2,RM,,,,FBref+ESPN
Luka Modrić,,克罗地亚,2,"CM,DM",10,,,FBref+ESPN
Luka Sucic,,克罗地亚,2,SUB,,,,FBref+ESPN
Luka Sučić,,克罗地亚,1,"FW,MF",21,,,FBref+ESPN
Luka Vuskovic,,克罗地亚,2,SUB,,,,FBref+ESPN
Luka Vušković,,克罗地亚,1,CB,22,,,FBref+ESPN
Marco Pasalic,,克罗地亚,2,AM-R,,,,FBref+ESPN
Marco Pašalić,,克罗地亚,2,"AM,MF",24,,,FBref+ESPN
Marin Pongracic,,克罗地亚,2,CD-L,,,,FBref+ESPN
Marin Pongračić,,克罗地亚,1,CB,3,,,FBref+ESPN
Mario Pasalic,,克罗地亚,2,SUB,,,,FBref+ESPN
Mario Pašalić,,克罗地亚,2,"CM,FW,MF",15,,,FBref+ESPN
Martin Baturina,,克罗地亚,2,"AM,FW",16,,,FBref+ESPN
Martin Erlic,,克罗地亚,2,SUB,,,,FBref+ESPN
Mateo Kovacic,,克罗地亚,2,LM,,,,FBref+ESPN
Mateo Kovačić,,克罗地亚,2,"DM,MF",8,,,FBref+ESPN
Nikola Moro,,克罗地亚,2,SUB,,,,FBref+ESPN
Nikola Vlasic,,克罗地亚,2,SUB,,,,FBref+ESPN
Nikola Vlašić,,克罗地亚,1,"FW,MF",13,,,FBref+ESPN
Petar Musa,,克罗地亚,2,"F,FW",26,,,FBref+ESPN
Petar Sucic,,克罗地亚,2,SUB,,,,FBref+ESPN
Petar Sučić,,克罗地亚,2,"FW,MF",17,,,FBref+ESPN
Toni Fruk,,克罗地亚,2,SUB,,,,FBref+ESPN
Alfie Jones,,加拿大,1,SUB,,,,FBref+ESPN
Ali Ahmed,,加拿大,3,"LM,LW,MF",20,,,FBref+ESPN
Alistair Johnston,,加拿大,3,RB,2,,,FBref+ESPN
Alphonso Davies,,加拿大,3,SUB,,,,FBref+ESPN
Cyle Larin,,加拿大,3,"CF-L,FW,FW,MF",9,,,FBref+ESPN
Dayne St. Clair,,加拿大,3,SUB,,,,FBref+ESPN
Derek Cornelius,,加拿大,3,"CB,CD-L",13,,,FBref+ESPN
Ismaël Koné,,加拿大,2,"CM,CM-R",8,,,FBref+ESPN
Jacob Shaffelburg,,加拿大,3,"MF,SUB",14,,,FBref+ESPN
Jayden Nelson,,加拿大,3,SUB,,,,FBref+ESPN
Joel Waterman,,加拿大,3,SUB,,,,FBref+ESPN
Jonathan David,,加拿大,3,"CF-R,FW",10,,,FBref+ESPN
Jonathan Osorio,,加拿大,3,"MF,SUB",21,,,FBref+ESPN
Liam Millar,,加拿大,3,"FW,MF,LW,SUB",11,,,FBref+ESPN
Luc De Fougerolles,,加拿大,3,CB,4,,,FBref+ESPN
Luc de Fougerolles,,加拿大,3,CD-R,,,,FBref+ESPN
Mathieu Choinière,,加拿大,3,"CM,CM-L",6,,,FBref+ESPN
Maxime Crépeau,,加拿大,3,"G,GK",16,,,FBref+ESPN
Moïse Bombito,,加拿大,3,"DF,SUB",15,,,FBref+ESPN
Nathan Saliba,,加拿大,3,"CM,CM-R,MF",25,,,FBref+ESPN
Niko Sigur,,加拿大,3,"DF,MF,SUB",23,,,FBref+ESPN
Owen Goodman,,加拿大,3,SUB,,,,FBref+ESPN
Promise David,,加拿大,3,"FW,SUB",24,,,FBref+ESPN
Richie Laryea,,加拿大,3,LB,22,,,FBref+ESPN
Stephen Eustáquio,,加拿大,3,"CM,MF,SUB",7,,,FBref+ESPN
Tajon Buchanan,,加拿大,3,"RM,RW",17,,,FBref+ESPN
Tani Oluwaseyi,,加拿大,3,"FW,SUB",12,,,FBref+ESPN
Abdul Fatawu Issahaku,,加纳,2,"FW,MF",7,,,FBref+ESPN
Abdul Mumin,,加纳,2,SUB,,,,FBref+ESPN
Abdul Rahman Baba,,加纳,1,"DF,MF",17,,,FBref+ESPN
Alidu Seidu,,加纳,2,SUB,,,,FBref+ESPN
Antoine Semenyo,,加纳,2,"AM,LM,LW",11,,,FBref+ESPN
Augustine Boakye,,加纳,2,SUB,,,,FBref+ESPN
Baba Rahman,,加纳,2,SUB,,,,FBref+ESPN
Benjamin Asare,,加纳,2,"G,GK",16,,,FBref+ESPN
Brandon Thomas-Asante,,加纳,2,"FW,MF,SUB",10,,,FBref+ESPN
Caleb Yirenkyi,,加纳,2,"AM,CM-R,DM",3,,,FBref+ESPN
Christopher Bonsu Baah,,加纳,2,SUB,,,,FBref+ESPN
Derrick Luckassen,,加纳,2,SUB,,,,FBref+ESPN
Elisha Owusu,,加纳,2,"DM,SUB",15,,,FBref+ESPN
Ernest Nuamah,,加纳,2,"AM,SUB",24,,,FBref+ESPN
Fatawu Issahaku,,加纳,2,SUB,,,,FBref+ESPN
Gideon Mensah,,加纳,2,LB,14,,,FBref+ESPN
Iñaki Williams,,加纳,2,"RM,RW",19,,,FBref+ESPN
Jerome Opoku,,加纳,2,"CB,CD-L",18,,,FBref+ESPN
Jonas Adjetey,,加纳,2,"CB,CD-R",4,,,FBref+ESPN
Jordan Ayew,,加纳,2,"F,FW",9,,,FBref+ESPN
Joseph Anang,,加纳,2,SUB,,,,FBref+ESPN
Kamaldeen Sulemana,,加纳,2,"AM,SUB",22,,,FBref+ESPN
Kojo Peprah Oppong,,加纳,2,"DF,SUB",21,,,FBref+ESPN
Kwasi Sibo,,加纳,2,"AM,CM-L,MF",8,,,FBref+ESPN
Lawrence Ati Zigi,,加纳,2,SUB,,,,FBref+ESPN
Lawrence Ati-Zigi,,加纳,1,GK,1,,,FBref+ESPN
Marvin Senaya,,加纳,2,RB,26,,,FBref+ESPN
Prince Adu,,加纳,2,SUB,,,,FBref+ESPN
Prince Kwabena Adu,,加纳,2,FW,25,,,FBref+ESPN
Thomas Partey,,加纳,1,DM,5,,,FBref+ESPN
Aubrey Modiba,,南非,4,LB,6,,,FBref+ESPN
Bradley Cross,,南非,3,SUB,,,,FBref+ESPN
Evidence Makgopa,,南非,4,"F,FW",17,,,FBref+ESPN
Ime Okon,,南非,4,"CB,CD-R",21,,,FBref+ESPN
Iqraam Rayners,,南非,4,"FW,FW,MF,SUB",15,,,FBref+ESPN
Jayden Adams,,南非,4,"CM,MF,SUB",23,,,FBref+ESPN
Kamogelo Sebelebele,,南非,3,"DF,MF,SUB",25,,,FBref+ESPN
Khuliso Mudau,,南非,4,RB,20,,,FBref+ESPN
Khulumani Ndamane,,南非,3,SUB,,,,FBref+ESPN
Lyle Foster,,南非,3,"FW,SUB",9,,,FBref+ESPN
Mbekezeli Mbokazi,,南非,4,"CB,CD-L",14,,,FBref+ESPN
Nkosinathi Sibisi,,南非,3,"CB,SUB",19,,,FBref+ESPN
Olwethu Makhanya,,南非,3,SUB,,,,FBref+ESPN
Oswin Appollis,,南非,4,"AM,AM-L,FW,MF",7,,,FBref+ESPN
Relebohile Mofokeng,,南非,4,"AM,MF",10,,,FBref+ESPN
Ricardo Goss,,南非,3,SUB,,,,FBref+ESPN
Ronwen Williams,,南非,4,"G,GK",1,,,FBref+ESPN
Samukele Kabini,,南非,3,SUB,,,,FBref+ESPN
Sipho Chaine,,南非,3,SUB,,,,FBref+ESPN
Sphephelo Sithole,,南非,3,"CM,DM,LM",13,,,FBref+ESPN
Teboho Mokoena,,南非,2,"CM,DM",4,,,FBref+ESPN
Thabang Matuludi,,南非,3,SUB,,,,FBref+ESPN
Thalente Mbatha,,南非,4,"CM,DM,MF,RM",5,,,FBref+ESPN
Thapelo Maseko,,南非,4,"AM,AM-R,FW",12,,,FBref+ESPN
Themba Zwane,,南非,1,"FW,MF,SUB",11,,,FBref+ESPN
Tshepang Moremi,,南非,4,"MF,SUB",8,,,FBref+ESPN
Abdulaziz Hatem,,卡塔尔,3,"MF,SUB",6,,,FBref+ESPN
Ahmed Al-Ganehi,,卡塔尔,3,"FW,SUB",17,,,FBref+ESPN
Ahmed Alaaeldin,,卡塔尔,3,"FW,SUB",7,,,FBref+ESPN
Ahmed Fathy,,卡塔尔,3,"CM,DM,MF",20,,,FBref+ESPN
Akram Afif,,卡塔尔,3,"AM,F,FW",11,,,FBref+ESPN
Al-Hashmi Al-Hussain,,卡塔尔,3,"MF,SUB",25,,,FBref+ESPN
Almoez Ali,,卡塔尔,3,"FW,SUB",19,,,FBref+ESPN
Assim Madibo,,卡塔尔,2,"CM,DM",23,,,FBref+ESPN
Ayoub Al-Oui,,卡塔尔,3,"RB,SUB",13,,,FBref+ESPN
Boualem Khoukhi,,卡塔尔,3,"CB,CD-R",16,,,FBref+ESPN
Edmilson Junior,,卡塔尔,3,"AM,FW",8,,,FBref+ESPN
Edmílson Junior,,卡塔尔,3,RF,,,,FBref+ESPN
Hassan Al-Haydos,,卡塔尔,3,"AM,FW,MF,LF",10,,,FBref+ESPN
Homam Ahmed,,卡塔尔,2,LB,14,,,FBref+ESPN
Issa Laye,,卡塔尔,3,"CB,CD-L,CM,DM",4,,,FBref+ESPN
Jassem Gaber,,卡塔尔,3,"CM,DM,RM",5,,,FBref+ESPN
Karim Boudiaf,,卡塔尔,3,"DF,MF,DM,LM",12,,,FBref+ESPN
Lucas Mendes,,卡塔尔,3,"DF,SUB",3,,,FBref+ESPN
Mahmoud Abunada,,卡塔尔,3,"G,GK",1,,,FBref+ESPN
Meshaal Barsham,,卡塔尔,3,SUB,,,,FBref+ESPN
Mohamed Manai,,卡塔尔,3,"DF,SUB",26,,,FBref+ESPN
Mohammed Muntari,,卡塔尔,3,SUB,,,,FBref+ESPN
Pedro Miguel,,卡塔尔,3,RB,,,,FBref+ESPN
Ró-Ró,,卡塔尔,3,"CB,RB",2,,,FBref+ESPN
Salah Zakaria,,卡塔尔,3,SUB,,,,FBref+ESPN
Sultan Al-Brake,,卡塔尔,3,"DF,LB",18,,,FBref+ESPN
Tahsin Jamshid,,卡塔尔,3,SUB,,,,FBref+ESPN
Yusuf Abdurisag,,卡塔尔,3,"FW,SUB",15,,,FBref+ESPN
Alan Franco,,厄瓜多尔,4,"CB,RB",21,,,FBref+ESPN
Alan Minda,,厄瓜多尔,3,"LW,SUB",14,,,FBref+ESPN
Anthony Valencia,,厄瓜多尔,3,SUB,,,,FBref+ESPN
Denil Castillo,,厄瓜多尔,3,SUB,,,,FBref+ESPN
Enner Valencia,,厄瓜多尔,4,"CF-L,FW",13,,,FBref+ESPN
Félix Torres,,厄瓜多尔,3,SUB,,,,FBref+ESPN
Félix Torres Caicedo,,厄瓜多尔,1,DF,2,,,FBref+ESPN
Gonzalo Plata,,厄瓜多尔,4,"CF-R,FW",19,,,FBref+ESPN
Gonzalo Valle,,厄瓜多尔,3,SUB,,,,FBref+ESPN
Hernán Galíndez,,厄瓜多尔,4,"G,GK",1,,,FBref+ESPN
Jackson Porozo,,厄瓜多尔,3,"DF,SUB",25,,,FBref+ESPN
Jeremy Arévalo,,厄瓜多尔,3,SUB,,,,FBref+ESPN
Joel Ordóñez,,厄瓜多尔,3,"CB,CD-R",4,,,FBref+ESPN
John Yeboah,,厄瓜多尔,4,"RM,RW",9,,,FBref+ESPN
Jordy Alcivar,,厄瓜多尔,1,DM,5,,,FBref+ESPN
Jordy Alcívar,,厄瓜多尔,3,SUB,,,,FBref+ESPN
Jordy Caicedo,,厄瓜多尔,4,"FW,SUB",16,,,FBref+ESPN
Kendry Páez,,厄瓜多尔,3,SUB,,,,FBref+ESPN
Kevin Rodríguez,,厄瓜多尔,4,"FW,SUB",11,,,FBref+ESPN
Moisés Caicedo,,厄瓜多尔,4,"AM,CM,CM-R",23,,,FBref+ESPN
Moisés Ramírez,,厄瓜多尔,3,SUB,,,,FBref+ESPN
Nilson Angulo,,厄瓜多尔,4,"FW,MF,LM,LW",20,,,FBref+ESPN
Pedro Vite,,厄瓜多尔,4,"AM,CM,CM-L",15,,,FBref+ESPN
Pervis Estupiñán,,厄瓜多尔,4,"DF,MF,LW,SUB",7,,,FBref+ESPN
Piero Hincapié,,厄瓜多尔,4,"CB,LB",3,,,FBref+ESPN
Willian Pacho,,厄瓜多尔,4,"CB,CD-L",6,,,FBref+ESPN
Yaimar Medina,,厄瓜多尔,3,SUB,,,,FBref+ESPN
Ángelo Preciado,,厄瓜多尔,4,"DF,MF,SUB",17,,,FBref+ESPN
Andrés Gómez,,哥伦比亚,3,"MF,SUB",26,,,FBref+ESPN
Camilo Vargas,,哥伦比亚,4,"G,GK",12,,,FBref+ESPN
Cucho,,哥伦比亚,1,"FW,MF",19,,,FBref+ESPN
Cucho Hernández,,哥伦比亚,2,SUB,,,,FBref+ESPN
Daniel Muñoz,,哥伦比亚,4,RB,2,,,FBref+ESPN
David Ospina,,哥伦比亚,2,SUB,,,,FBref+ESPN
Davinson Sánchez,,哥伦比亚,4,"CB,CD-R",23,,,FBref+ESPN
Deiver Machado,,哥伦比亚,2,SUB,,,,FBref+ESPN
Gustavo Puerta,,哥伦比亚,4,"CM,RM",14,,,FBref+ESPN
James Rodríguez,,哥伦比亚,4,"FW,RF",10,,,FBref+ESPN
Jaminton Campaz,,哥伦比亚,1,"FW,MF",21,,,FBref+ESPN
Jefferson Lerma,,哥伦比亚,4,"CM,DM",16,,,FBref+ESPN
Jhon Arias,,哥伦比亚,4,"CM,LM",11,,,FBref+ESPN
Jhon Córdoba,,哥伦比亚,3,"FW,SUB",9,,,FBref+ESPN
Jhon Lucumí,,哥伦比亚,4,"CB,CD-L",3,,,FBref+ESPN
Johan Mojica,,哥伦比亚,4,LB,17,,,FBref+ESPN
Jorge Carrascal,,哥伦比亚,2,SUB,,,,FBref+ESPN
Juan Fernando Quintero,,哥伦比亚,2,SUB,,,,FBref+ESPN
Juan Portilla,,哥伦比亚,2,SUB,,,,FBref+ESPN
Juan Quintero,,哥伦比亚,1,"FW,MF",20,,,FBref+ESPN
Jáminton Campaz,,哥伦比亚,2,SUB,,,,FBref+ESPN
Kevin Castaño,,哥伦比亚,3,"MF,SUB",5,,,FBref+ESPN
Luis Díaz,,哥伦比亚,4,"FW,LF",7,,,FBref+ESPN
Luis Suárez,,哥伦比亚,4,"F,FW",25,,,FBref+ESPN
Richard Ríos,,哥伦比亚,4,"MF,SUB",6,,,FBref+ESPN
Santiago Arias,,哥伦比亚,2,SUB,,,,FBref+ESPN
Willer Ditta,,哥伦比亚,2,SUB,,,,FBref+ESPN
Yerry Mina,,哥伦比亚,2,SUB,,,,FBref+ESPN
Álvaro Montero,,哥伦比亚,2,SUB,,,,FBref+ESPN
Abdülkerim Bardakcı,,土耳其,3,CB,14,,,FBref+ESPN
Abdülkerim Bardakçi,,土耳其,3,CD-L,,,,FBref+ESPN
Altay Bayindir,,土耳其,3,SUB,,,,FBref+ESPN
Arda Güler,,土耳其,6,"AM,CF-R,RM",8,,,FBref+ESPN
Baris Alper Yilmaz,,土耳其,3,F,,,,FBref+ESPN
Barış Alper Yılmaz,,土耳其,3,"AM,FW,FW,MF",21,,,FBref+ESPN
Can Uzun,,土耳其,5,"MF,SUB",26,,,FBref+ESPN
Deniz Gül,,土耳其,5,"FW,SUB",9,,,FBref+ESPN
